,점포명,위도,경도,OFC,일매출
0,GS25대산독곶점,36.9899246,126.3746783,김가람,1274156
1,GS25태안해안점,36.5248404,126.3315265,김가람,1251976
2,GS25안면로드점,36.5321331,126.3499233,김가람,778523
3,GS25서산삼길포점,37.0029271,126.4521593,김가람,883279
4,GS25청포대썬셋점,36.6418334,126.3066122,김가람,588243
5,GS25서산효행길점,36.7792725,126.4564720,김가람,1374974
6,GS25대산센터점,36.9710354,126.4114128,김가람,2319622
7,GS25태안미래점,36.7458634,126.3010765,김가람,2110525
8,GS25태안마검포점,36.6170437,126.3029138,김가람,609701
9,GS25석림주공점,36.7738471,126.4631480,김가람,1656848
10,GS25대산제일점,36.9403762,126.4375437,김가람,3037773
11,GS25서산예천빌점,36.7719877,126.4490062,김가람,1524292
12,GS25서산음암점,36.7894617,126.5054712,김가람,3032263
13,GS25서산병원점,36.7808372,126.5021350,김가람,2213618
14,GS25안면대로점,36.5972604,126.3241167,김연진,862999
15,GS25몽산포길점,36.6721639,126.2883739,김연진,730365
16,GS25뉴안면허브점,36.5175950,126.3457230,김연진,1936859
17,GS25태안안면점,36.5159554,126.3459074,김연진,1986556
18,GS25안면자연점,36.4920962,126.3584897,김연진,961429
19,GS25태안한서대점,36.5908904,126.2956840,김연진,882655
20,GS25서산운산점,36.8115337,126.5802117,김연진,1521788
21,GS25서산아리움점,36.7684018,126.4516307,김연진,1877718
22,GS25태안새빛점,36.7484203,126.3094124,김연진,1110830
23,GS25서산석남점,36.7717614,126.4562121,김연진,1515321
24,GS25서산파크점,36.7747086,126.4500189,김연진,1083820
25,GS25서산효성점,36.7691280,126.4425354,김연진,1949065
26,GS25서산그린점,36.7957078,126.4613754,김연진,2177327
27,GS25당진도비도점,37.0181101,126.4620707,김창연,923474
28,GS25대산한성필점,36.9409214,126.4281886,김창연,735484
29,GS25서산우리점,36.7800402,126.4437360,김창연,1116291
30,GS25삼봉우승마을점,37.0151817,126.5344096,김창연,1791182
31,GS25대산서영점,36.9327103,126.4352133,김창연,1525074
32,GS25당진화력점,37.0497346,126.5049388,김창연,2612403
33,GS25서산엘지점,36.9759722,126.3874127,김창연,3560031
34,GS25서산동문중앙점,36.7781746,126.4625615,김창연,814432
35,GS25서산비발디점,36.7813899,126.4662224,김창연,1147932
36,GS25삼길포항점,37.0005396,126.4526285,김창연,2117822
37,GS25대산미래점,36.9339563,126.4380479,김창연,960815
38,GS25당진왜목마을점,37.0445922,126.5265990,김창연,854680
39,GS25뉴당진발전소점,37.0484223,126.5133681,김창연,1301293
40,GS25서산코아루점,36.7853447,126.4654679,유영빈,2009831
41,GS25서산어울림점,36.8252159,126.4443082,유영빈,2789608
42,GS25서산공군점,36.7005111,126.5056444,유영빈,5424979
43,GS25서산이편한점,36.8221982,126.4527344,유영빈,1199877
44,GS25서산오토밸리점,36.8483184,126.4585041,유영빈,3284257
45,GS25서산행운점,36.7781921,126.4509412,유영빈,2873610
46,GS25서산우미린점,36.8257883,126.4478629,유영빈,1749054
47,GS25대산중앙점,36.9383634,126.4350630,유영빈,1867798
48,GS25대산삼양점,36.9309351,126.4404071,유영빈,1719036
49,GS25서산삼호점,36.9469561,126.4274060,유영빈,1731956
50,GS25대산화곡점,36.9919234,126.4155056,유영빈,2664990
51,GS25서산이안점,36.8240387,126.4505330,유영빈,1378388
52,GS25뉴서산퍼스트점,36.7870960,126.4449970,유영빈,1319115
53,GS25대죽산단점,37.0030867,126.4125751,유영빈,1713601
54,GS25안면백사장항점,36.5860915,126.3177449,이재무,820865
55,GS25뉴안면백사장점,36.5840523,126.3185789,이재무,622647
56,GS25태안빌리지점,36.7494447,126.2987834,이재무,1921224
57,GS25서산엘크루점,36.7710287,126.4652496,이재무,653735
58,GS25서산수림점,36.7854515,126.5217071,이재무,1673957
59,GS25서산푸르지오점,36.7714355,126.4417919,이재무,1498030
60,GS25서산해미점,36.7129061,126.5449863,이재무,3164704
61,GS25안면도점,36.5047500,126.3510559,이재무,976437
62,GS25서산본점,36.7809891,126.4606910,이재무,1565268
63,GS25태안발전소점,36.7523718,126.3185880,이재무,1305442
64,GS25서산청구점,36.7553140,126.4231865,이재무,1808416
65,GS25서산한다리점,36.7384345,126.5168015,이재무,1062754
66,GS25태안백화로점,36.7554654,126.3059269,이재무,1891107
67,GS25서산내안애점,36.7836300,126.4406935,이재무,2129857
68,GS25태안학암포점,36.8982884,126.2053672,이재민,878304
69,GS25서산서령점,36.7905354,126.4591010,이재민,2439087
70,GS25서산주공점,36.7691508,126.4475471,이재민,2046512
71,GS25서산중흥점,36.7642220,126.4515709,이재민,1439970
72,GS25태안원이로점,36.7857200,126.2730119,이재민,588506
73,GS25서산석남스타점,36.7728878,126.4549492,이재민,2394255
74,GS25서산예천점,36.7657413,126.4506169,이재민,737542
75,GS25서산호수현대점,36.7745734,126.4462338,이재민,1835312
76,GS25해송파크빌점,36.7833566,126.2777457,이재민,1207410
77,GS25석림중앙점,36.7757156,126.4603027,이재민,1415289
78,GS25서산호수점,36.7755607,126.4473415,이재민,2567661
79,GS25태안해송점,36.7819851,126.2774389,이재민,2556600
80,GS25서산동문현대점,36.7800448,126.4639595,이재민,1632855
81,GS25한서대정문점,36.6909630,126.5805057,이재민,1683621
82,GS25태안중앙점,36.7497034,126.3037260,이충규,2552355
83,GS25태안신항점,36.6816784,126.1348514,이충규,1501318
84,GS25태안골든베이점,36.7108878,126.1721069,이충규,216765
85,GS25태안만리포점,36.7845165,126.1434713,이충규,1619904
86,GS25태안신동아점,36.7754800,126.2849051,이충규,1145125
87,GS25태안모항항점,36.7750669,126.1330602,이충규,2331293
88,GS25태안어은돌점,36.7531818,126.1294933,이충규,1076017
89,GS25태안안흥항점,36.6803047,126.1527123,이충규,958393
90,GS25뉴서산한성점,36.7747878,126.4657014,이충규,1457732
91,GS25한서대정류소점,36.6901419,126.5765660,이충규,1522048
92,GS25서산아진점,36.7582128,126.4285082,이충규,1939138
93,GS25태안터미널점,36.7477593,126.3034911,이충규,1035651
94,GS25태안코아루점,36.7503722,126.2966692,이충규,1347575
95,GS25중부대학사점,36.1943156,127.4602756,권재관,1407202
96,GS25가양보건점,36.3482963,127.4546327,권재관,1265924
97,GS25보건빌리지점,36.3478908,127.4516846,권재관,1480921
98,GS25가양큰솔점,36.3466440,127.4502684,권재관,1620171
99,GS25동구고운점,36.3501140,127.4446192,권재관,1590950
100,GS25대전석교스타점,36.3104011,127.4398262,권재관,1166979
101,GS25대전효동현대점,36.3173731,127.4413927,권재관,2238310
102,GS25대전대학사점,36.3376118,127.4578726,권재관,2260417
103,GS25대흥나이스점,36.3244263,127.4209576,권재관,1724775
104,GS25금산추부점,36.1915195,127.4666646,권재관,1342886
105,GS25남대전IC점,36.2728511,127.4695192,권재관,1640171
106,GS25뉴우송대서문점,36.3387358,127.4445661,권재관,1454103
107,GS25대전옥계점,36.2974980,127.4546268,권재관,1414955
108,GS25용운샛별점,36.3337376,127.4570923,권재관,1325673
109,GS25대전안영점,36.2912084,127.3798955,남기선,2170744
110,GS25서연사랑점,36.3508573,127.4300907,남기선,1086648
111,GS25추부중앙점,36.1906797,127.4707663,남기선,1421293
112,GS25중부대경영관점,36.1929411,127.4501711,남기선,2489981
113,GS25홍도빌리지점,36.3488540,127.4307087,남기선,1357621
114,GS25대전오월드점,36.2956799,127.3842104,남기선,1120199
115,GS25산내주공점,36.2848500,127.4684267,남기선,1284495
116,GS25우송자양점,36.3353125,127.4500650,남기선,1772634
117,GS25사정중앙점,36.2975200,127.3856999,남기선,1339564
118,GS25대흥자이점,37.5558232,126.9456344,남기선,2518359
119,GS25용전민트점,36.3507387,127.4347433,남기선,1507867
120,GS25금산상리점,36.1111104,127.4872133,남기선,2096734
121,GS25산성초록점,36.3019614,127.3876797,남기선,1166321
122,GS25중부대건원관점,36.1902694,127.4467806,남기선,1946467
123,GS25우송사랑점,36.3342689,127.4452340,송종수,2082755
124,GS25가오중앙점,36.3056542,127.4558228,송종수,1202559
125,GS25대전산성한밭점,36.3064050,127.3853279,송종수,1278597
126,GS25대전가오점,36.3059603,127.4550894,송종수,1616027
127,GS25산성스타점,36.3091985,127.3931285,송종수,1266032
128,GS25판암IC점,36.3175800,127.4611379,송종수,2206558
129,GS25뉴대전대정문점,36.3309330,127.4612956,송종수,1431082
130,GS25대전삼성점,36.3391145,127.4196081,송종수,1416904
131,GS25가오은어송점,36.3099411,127.4616015,송종수,1287973
132,GS25인동어진마을점,36.3222395,127.4415827,송종수,1168813
133,GS25낭월제일점,36.2857589,127.4650733,송종수,2405738
134,GS25용운센터점,36.3275726,127.4615882,송종수,1529799
135,GS25대전포레스트점,36.3203555,127.4608591,송종수,2323209
136,GS25가양큰별점,36.3480001,127.4413859,송종수,1434178
137,GS25대동휴먼시아점,36.3267110,127.4430748,이소연,1467483
138,GS25대동중앙점,36.3289100,127.4429889,이소연,1538937
139,GS25뉴우송센터점,36.3390348,127.4492461,이소연,1252977
140,GS25낭월사랑점,36.2779725,127.4660634,이소연,2444426
141,GS25가양센터점,36.3470602,127.4475052,이소연,1404646
142,GS25대전금강점,36.3528680,127.4462160,이소연,1366021
143,GS25복합터미널3호점,36.3512644,127.4375009,이소연,1022809
144,GS25대전한남대점,36.3515403,127.4279859,이소연,1349331
145,GS25대전낭월점,36.2798638,127.4680639,이소연,2144021
146,GS25자양사랑점,36.3377092,127.4488902,이소연,1708927
147,GS25자양친절점,36.3393891,127.4500852,이소연,2343877
148,GS25한남대센트럴점,36.3506570,127.4260989,이소연,1583931
149,GS25뉴대전홍도점,36.3498692,127.4279002,이소연,1833924
150,GS25자양동아점,36.3414088,127.4509201,이소연,1088195
151,GS25대전터미널점,36.3519823,127.4364912,이재우,3143678
152,GS25대전자양로점,36.3535050,127.4386593,이재우,1567511
153,GS25대림빌딩점,36.3245851,127.4228625,이재우,733317
154,GS25대전석촌점,36.3411385,127.4385667,이재우,2301953
155,GS25신흥SK뷰점,36.3234508,127.4434170,이재우,1682278
156,GS25용전중앙점,36.3546650,127.4389951,이재우,2180390
157,GS25가양월드점,36.3542100,127.4523792,이재우,1000728
158,GS25알프스레포츠점,36.2925063,127.3820141,이재우,495110
159,GS25용전대로점,36.3532068,127.4322760,이재우,1251900
160,GS25용전로망스점,36.3510998,127.4401015,이재우,2125268
161,GS25성남스마트점,36.3436252,127.4326473,이재우,1000291
162,GS25용전행복점,36.3531817,127.4335218,이재우,1702068
163,GS25한남대한숲점,36.3528812,127.4292552,이재우,1833769
164,GS25용전타운점,36.3545147,127.4303358,이재우,1474885
165,GS25대흥본점,36.3249648,127.4231242,이한표,2614652
166,GS25대전판암점,36.3232669,127.4602998,이한표,2719636
167,GS25대전대학로점,36.3329555,127.4550083,이한표,1180821
168,GS25남대전샛별점,36.3014714,127.4519622,이한표,2197233
169,GS25용방타운점,36.3266250,127.4498991,이한표,1789731
170,GS25부사스타점,36.3134299,127.4303056,이한표,1118881
171,GS25용전파크점,36.3519527,127.4399186,이한표,1804627
172,GS25폴리텍대전점,36.3502842,127.4523489,이한표,1371484
173,GS25대전성남점,36.3475812,127.4352437,이한표,1684598
174,GS25복합터미널2호점,36.3514204,127.4372972,이한표,565902
175,GS25대전폴리텍점,36.3509480,127.4515195,이한표,2257132
176,GS25대전빅플러스점,36.3490036,127.4373235,이한표,2292982
177,GS25대전석교점,36.3083631,127.4418926,이한표,890945
178,GS25대전대기숙사점,36.3343597,127.4606466,이한표,2006003
179,GS25금산신대점,36.1022169,127.5006095,정구현,2703422
180,GS25뉴대흥로망스점,36.3259978,127.4294710,정구현,2130275
181,GS25판암중앙점,36.3216547,127.4496259,정구현,2046705
182,GS25대흥원룸점,36.3242450,127.4258509,정구현,1568903
183,GS25가양빌리지점,36.3466413,127.4542771,정구현,1686401
184,GS25뉴대전인동점,36.3237834,127.4359497,정구현,2005658
185,GS25문창중앙점,36.3228177,127.4341818,정구현,3070183
186,GS25산성네거리점,36.3038006,127.3859383,정구현,1057905
187,GS25금산스타점,36.1089194,127.4908270,정구현,879988
188,GS25문창스타점,36.3168937,127.4363982,정구현,1564919
189,GS25금산군청점,36.1075083,127.4879560,정구현,1127833
190,GS25문창사랑점,36.3225581,127.4317406,정구현,1707285
192,GS25대전우리들점,36.3268831,127.4255544,정구현,3123923
193,GS25선유아일랜드점,35.8140504,126.4101912,김대영,1592329
194,GS25군산스카이점,35.9623024,126.7007320,김대영,1417127
195,GS25뉴미룡대로점,35.9552699,126.6760070,김대영,2203158
196,GS25새만금기로점,35.9417147,126.5340774,김대영,1429595
197,GS25오식도대로점,35.9635953,126.5668530,김대영,2083110
198,GS25장자아일랜드점,35.8122211,126.3972495,김대영,335752
199,GS25새만금비전점,35.9460259,126.5629004,김대영,3073879
200,GS25군산주공점,35.9682400,126.7108000,김대영,852493
201,GS25군산산업점,35.9621832,126.5676925,김대영,1954746
202,GS25오식도원룸점,35.9623540,126.5706720,김대영,1620494
203,GS25미룡중앙점,35.9434137,126.6926113,김대영,892219
204,GS25나운주공점,35.9682221,126.7060813,김대영,1749417
205,GS25은파유원지점,35.9507404,126.6924698,김대영,1315260
206,GS25수송오투점,35.9622575,126.7105695,김대영,1239195
207,GS25뉴군산경암점,35.9803657,126.7332525,김소미,1388774
208,GS25군산클래스점,35.9935270,126.7537864,김소미,1239415
209,GS25군산오션점,35.9928849,126.7524427,김소미,1260332
210,GS25뉴군산시청점,35.9682574,126.7360239,김소미,2307487
211,GS25군산행복점,35.9683360,126.6791724,김소미,2183010
212,GS25군산IC점,35.9842561,126.7598903,김소미,2124715
213,GS25소룡마을점,35.9774778,126.6793727,김소미,2230537
214,GS25군산시청점,35.9682574,126.7360239,김소미,1488353
215,GS25산북중앙점,35.9609220,126.6763873,김소미,2084060
216,GS25군산해양공원점,35.9886154,126.7148411,김소미,1207523
217,GS25군산중앙점,35.9887227,126.7088186,김소미,1241685
218,GS25군산모아점,35.9881071,126.7100609,김소미,1828413
219,GS25군장생활관점,35.9766268,126.7309270,김소미,821839
220,GS25나운우진점,35.9717166,126.7027614,김소미,1303029
221,GS25군산한길점,35.9794200,126.7132499,김소미,1231315
222,GS25산북주공점,35.9683841,126.6844784,박연호,1177707
223,GS25군산대학로점,35.9474451,126.6867080,박연호,1352973
224,GS25은파롯데점,35.9446429,126.6904824,박연호,1818626
225,GS25미룡센터점,35.9631509,126.6787936,박연호,2162635
226,GS25군산공단로점,35.9720070,126.6503085,박연호,943727
227,GS25군산명성점,35.9716910,126.6779299,박연호,1219206
228,GS25수송본점,35.9700450,126.7198220,박연호,1713933
229,GS25소룡그린점,35.9796614,126.6794366,박연호,2014028
230,GS25산북타운점,35.9570354,126.6740784,박연호,2164156
231,GS25나운빌리지점,35.9730083,126.6963888,박연호,1245703
232,GS25군산스트리트몰점,35.9766058,126.7433054,박연호,1449469
233,GS25군산우리점,35.9669764,126.6768056,박연호,1488266
234,GS25경장행복점,35.9699536,126.7319809,박연호,1434652
235,GS25군산조촌로점,35.9725626,126.7374722,박연호,1164436
236,GS25군산푸르지오점,35.9785478,126.7399891,박연호,1401889
237,GS25군산대점,35.9450230,126.6868637,오현택,3171431
238,GS25새만금개발청점,35.9468851,126.5827644,오현택,1575071
239,GS25군산시티점,35.9635885,126.7037695,오현택,1155477
240,GS25뉴군산경기장점,35.9646047,126.7501229,오현택,1825268
241,GS25뉴수송행복점,35.9654506,126.7174539,오현택,2988269
242,GS25나운금호점,35.9668724,126.7055215,오현택,1293528
243,GS25나운한울점,35.9604497,126.6994610,오현택,848328
244,GS25군산의료원본점,35.9549526,126.7117406,오현택,992091
245,GS25군산의료원점,35.9556429,126.7131217,오현택,2060864
246,GS25잼버리신라허브점,35.7112066,126.5969565,오현택,22121182
247,GS25수송사랑점,35.9634502,126.7178344,오현택,1711345
248,GS25새만금산단점,35.9465835,126.5762271,오현택,2962563
249,GS25군산간호대점,35.9709013,126.7600982,오현택,1111225
250,GS25군산대본점,35.9476358,126.6844741,오현택,1154398
251,GS25소룡제일점,35.9818400,126.6763449,오현택,3021018
252,GS25소룡상떼빌점,35.9858405,126.6926562,이병길,1903653
253,GS25군산파크점,35.9729969,126.6762586,이병길,3602643
254,GS25군산교육청점,35.9666326,126.7395448,이병길,1708733
255,GS25군산조촌두별점,35.9745381,126.7436654,이병길,1203997
256,GS25나운동신점,35.9601601,126.7045877,이병길,733454
257,GS25뉴군산장미점,35.9864405,126.7144113,이병길,1197502
258,GS25미룡우리점,35.9412336,126.6878749,이병길,936849
259,GS25수송제일점,35.9670872,126.7140876,이병길,2621660
260,GS25군산필하우스점,35.9672438,126.5645209,이병길,2354121
261,GS25나운하나점,35.9671132,126.6964449,이병길,1529206
262,GS25수송타운점,35.9677403,126.7194320,이병길,1115009
263,GS25군산삼성점,35.9653246,126.6998604,이병길,1237402
264,GS25수송중앙점,35.9610348,126.7167812,이병길,1084470
265,GS25군산스타타워점,35.9714797,126.7158689,이병길,1357768
266,GS25군산경장점,35.9701043,126.7345601,이병길,2258634
267,GS25군산대후문점,35.9474067,126.6854596,전보문,2818377
268,GS25군산미룡점,35.9581977,126.6761855,전보문,2024308
269,GS25군산랜드마크점,35.9960659,126.7574517,전보문,2007341
270,GS25군산더샵점,35.9799557,126.7463139,전보문,1805712
271,GS25나운어울림점,35.9681489,126.6967369,전보문,1459228
272,GS25잼버리백제허브점,35.7112066,126.5969565,전보문,24920464
273,GS25군산러브점,35.9777348,126.7251376,전보문,1744562
274,GS25미장코아루점,35.9678794,126.7268267,전보문,1146521
275,GS25조촌현대점,35.9731768,126.7439912,전보문,1635468
276,GS25군산송정점,35.9605368,126.7358741,전보문,1718516
277,GS25미장주공점,35.9629763,126.7248375,전보문,2021031
278,GS25산북하나점,35.9658417,126.6786572,전보문,1058701
279,GS25군산월명점,35.9848559,126.7073172,전보문,1002824
280,GS25군산메트로점,35.9779848,126.7221688,전보문,2055972
281,GS25메트로희망점,35.9799220,126.7238795,전보문,2148970
282,GS25나운보람점,35.9705294,126.6993109,최민영,1873244
283,GS25나운청솔점,35.9619560,126.6965907,최민영,492986
284,GS25군산스타점,35.9631784,126.6902077,최민영,1803437
285,GS25군산흥남점,35.9704052,126.7108425,최민영,1183736
286,GS25군산본점,35.9678882,126.6992915,최민영,2368884
287,GS25지곡미주점,35.9586479,126.7106190,최민영,2140342
288,GS25내초대로점,35.9531389,126.5876475,최민영,1309390
289,GS25군산삼학점,35.9765426,126.7090378,최민영,1932921
290,GS25뉴군산법원점,35.9701991,126.7391153,최민영,1221389
291,GS25군산지곡점,35.9549394,126.7069590,최민영,1394534
292,GS25군산수송점,35.9624361,126.7194927,최민영,1268197
293,GS25지곡중앙점,35.9513874,126.7135928,최민영,1825989
294,GS25군산하이츠점,35.9755594,126.6818272,최민영,1313452
295,GS25군산나눔점,35.9699368,126.7286150,최민영,1861776
296,GS25상무S클래스점,35.1575470,126.8509891,강대영,2895142
297,GS25상무평화점,35.1492093,126.8500302,강대영,2743636
298,GS25상무사랑점,35.1499510,126.8532162,강대영,2182913
299,GS25상무푸르지오점,35.1438801,126.8560056,강대영,1797725
300,GS25나주달무리점,35.0409746,126.7171436,강대영,1180975
301,GS25화정염주점,35.1379296,126.8753166,강대영,2050379
302,GS25나주중앙로점,35.0322199,126.7197883,강대영,802664
303,GS25나주노안점,35.0766926,126.7618048,강대영,595221
304,GS25상무디오빌점,35.1520499,126.8511733,강대영,1043619
305,GS25상무GS점,35.1550643,126.8493951,강대영,1463052
306,GS25농성대남점,35.1508703,126.8855457,강대영,1585877
307,GS25쌍촌중앙점,35.1556291,126.8640910,강대영,1800286
308,GS25영산포터미널점,34.9946122,126.7128153,곽진수,1699818
309,GS25화정한양점,35.1406263,126.8811063,곽진수,835589
310,GS25남평리버시티점,35.0430945,126.8492999,곽진수,2036587
311,GS25동신대나래관점,35.0513013,126.7178195,곽진수,1158022
312,GS25풍암현대점,35.1221807,126.8790456,곽진수,931652
313,GS25혁신루체점,35.0204038,126.7939706,곽진수,1292456
314,GS25나주코오롱점,35.0332140,126.7740856,곽진수,2126128
315,GS25풍암원룸점,35.1209615,126.8629898,곽진수,1349379
316,GS25나주메가티움점,35.0229256,126.7903643,곽진수,1374223
317,GS25남평강변점,35.0407257,126.8522212,곽진수,1957576
318,GS25나주혁신코어점,35.0202017,126.7862153,곽진수,1403259
319,GS25나주이창점,34.9953900,126.7061199,곽진수,1904596
320,GS25나주남평점,35.0467368,126.8421761,곽진수,1729676
321,GS25광주유촌점,35.1646338,126.8573454,김상배,2083877
322,GS25상무호반점,35.1603825,126.8634319,김상배,2233214
323,GS25화정보훈점,35.1520478,126.8800624,김상배,1421899
324,GS25화정센터점,35.1525881,126.8735490,김상배,1407717
325,GS25광주운천역점,35.1507628,126.8588017,김상배,1538915
326,GS25염주센터점,35.1429523,126.8746869,김상배,1152895
327,GS25광주금부점,35.1341023,126.8614435,김상배,1488482
328,GS25상무중앙점,35.1542861,126.8531967,김상배,2181054
329,GS25쌍촌상일점,35.1593468,126.8637918,김상배,1639121
330,GS25금호타운점,35.1260266,126.8528722,김상배,1000725
331,GS25광주SK뷰점,35.1473128,126.8527421,김상배,1480284
332,GS25상무센트럴점,35.1554136,126.8509521,김상배,2194969
333,GS25금호종원점,35.1309529,126.8536282,김상배,1083312
334,GS25광주유탑점,35.1575487,126.8789047,김상배,3096307
335,GS25상무역점,35.1473128,126.8527421,김상배,1256931
336,GS25나주대방점,35.0431652,126.7179407,김성용,2015045
337,GS25광주매월점,35.1170149,126.8609791,김성용,1597179
338,GS25상무계수점,35.1603123,126.8562408,김성용,1477356
339,GS25화정으뜸점,35.1427879,126.8846666,김성용,1197110
340,GS25함평월야점,35.1798181,126.6287379,김성용,1875608
341,GS25풍암운리점,35.1233644,126.8673921,김성용,1234085
342,GS25나주터미널점,35.0335736,126.7212686,김성용,1030605
343,GS25함평내교점,35.0635500,126.5201750,김성용,1421594
344,GS25화정금호점,35.1422360,126.8829604,김성용,1614045
345,GS25동신대정문점,35.0488337,126.7206924,김성용,1740672
346,GS25동신대점,35.0511953,126.7149195,김성용,549888
347,GS25풍암삼능점,35.1209762,126.8803050,김성용,1775008
348,GS25나주달빛마을점,35.0189453,126.7160144,김성용,1902177
349,GS25김대중센터점,35.1452274,126.8415319,김수경,2357242
350,GS25신세계점,37.7343653,127.0471418,김수경,909844
351,GS25금호주은점,35.1312078,126.8650271,김수경,1010662
352,GS25광천더퍼스트점,35.1593403,126.8847998,김수경,1853996
353,GS25양동센트럴점,35.1584988,126.8946247,김수경,2344127
354,GS25광주유덕점,35.1662578,126.8439200,김수경,862063
355,GS25유촌버들점,35.1665615,126.8606070,김수경,1768268
356,GS25동림호반점,35.1711151,126.8671164,김수경,1481134
357,GS25금호일신점,35.1396956,126.8570986,김수경,789334
358,GS25광주힐스테이점,35.1464031,126.8843440,김수경,1396534
359,GS25광천이편한점,35.1659796,126.8788540,김수경,2175472
360,GS25농성상록점,35.1548268,126.8903097,김수경,1743502
361,GS25광주새우리점,35.1533957,126.8809887,김수경,1684566
362,GS25화정금화점,35.1427657,126.8870769,오동섭,1616779
363,GS25광주쌍촌점,35.1572885,126.8611874,오동섭,1918108
364,GS25광천호반써밋점,35.1619731,126.8809226,오동섭,1405163
365,GS25쌍촌GS점,35.1549170,126.8699398,오동섭,1372116
366,GS25화정타운점,35.1546900,126.8749967,오동섭,1378981
367,GS25내방솔뫼점,35.1566739,126.8709382,오동섭,1335542
368,GS25상무대라수점,35.1536489,126.8520796,오동섭,1659834
369,GS25화정현대점,35.1397167,126.8765499,오동섭,2136196
370,GS25광주광천점,35.1640836,126.8834255,오동섭,1825271
371,GS25화정고운점,35.1491890,126.8766412,오동섭,1292095
372,GS25상무원룸점,35.1454298,126.8437049,오동섭,1443936
373,GS25화정우미점,35.1367327,126.8704752,오동섭,1572951
374,GS25쌍촌시영점,35.1450688,126.8668504,오동섭,1415734
375,GS25홀리데이광주점,35.1475597,126.8381143,이지영,987818
376,GS25금호원룸점,35.1230766,126.8595652,이지영,1691241
377,GS25광주금호점,35.1310165,126.8582373,이지영,2322631
378,GS25금호파크점,35.1342277,126.8579005,이지영,1443553
379,GS25화정광덕점,35.1452826,126.8774288,이지영,1449458
380,GS25금호시영점,35.1364966,126.8584776,이지영,1357584
381,GS25쌍촌가도점,35.1486109,126.8592296,이지영,2108681
382,GS25쌍촌행복점,35.1540183,126.8660583,이지영,1492868
383,GS25광주서광점,35.1322253,126.8552826,이지영,1209507
384,GS25상무센터점,35.1496849,126.8475675,이지영,2177676
385,GS25금호마륵점,35.1350028,126.8584677,이지영,914244
386,GS25쌍촌주공점,35.1466001,126.8714209,이지영,1353970
387,GS25광주농성점,35.1504131,126.8897274,이지영,1001210
388,GS25쌍촌명지점,35.1462962,126.8580429,조주원,1517021
389,GS25나주중흥점,35.0238818,126.7883920,조주원,1452629
390,GS25나주금천점,35.0318120,126.7540238,조주원,790538
391,GS25빛가람LH점,35.0166184,126.7791077,조주원,2503367
392,GS25에너지공대점,35.0085734,126.8014215,조주원,1085732
393,GS25나주예향점,34.9404809,126.7119393,조주원,851891
394,GS25나주루멘하임점,35.0157879,126.7946934,조주원,1634568
395,GS25나주하늘채점,35.0314732,126.7719145,조주원,1640088
396,GS25쌍촌프레시점,35.1523500,126.8687638,조주원,1251884
397,GS25나주우정국점,35.0232326,126.7976984,조주원,1408216
398,GS25풍암금당점,35.1250074,126.8688457,조주원,1172898
399,GS25광주풍암점,35.1207332,126.8674892,조주원,1839397
400,GS25화정삼익점,35.1568272,126.8826028,조주원,1673012
404,GS25탕정행복점,36.7811521,127.0860314,폐점,1932996
407,GS25천안퍼스트점,36.9126722,127.1306900,폐점,160035
409,GS25세종첫마을점,36.4827977,127.2597927,폐점,1105261
410,GS25합덕타운점,36.8080662,126.7668316,서동준,1524317
412,GS25봉명희망점,36.8121959,127.1324140,폐점,958348
415,GS25호서대후문점,36.7403218,127.0728489,폐점,290742
419,GS25세종종촌점,36.5031863,127.2500290,폐점,834169
420,GS25신방프라자점,36.7908787,127.1263123,폐점,1541205
427,GS25공주월송점,36.4698857,127.1393653,폐점,1865264
430,GS25새롬중앙로점,36.4829157,127.2536039,폐점,1768479
431,GS25당진부경점,36.8982638,126.6414627,김대훈,1289398
432,GS25아산시청점,36.7878530,127.0036560,김대훈,2087377
433,GS25당진동부제철점,36.9743147,126.7497358,김대훈,1780843
434,GS25당진이편한점,36.9044904,126.6952703,김대훈,1158968
435,GS25EPS당진발전소점,36.9572205,126.7817530,김대훈,799947
436,GS25당진삽교호공원점,36.8913480,126.8226831,김대훈,765178
437,GS25아산어의정점,36.7769620,126.9963504,김대훈,1906765
438,GS25아산삼정점,36.7756467,127.0005404,김대훈,1091115
439,GS25서해휴게소점,36.9788965,126.7108451,김대훈,1716805
440,GS25당진삽교호점,36.8898464,126.8250222,김대훈,1189143
441,GS25한진원룸점,36.9693642,126.7788859,김대훈,1459636
442,GS25아산신정점,36.7877175,126.9878504,김대훈,2254938
443,GS25아산유보라점,36.7924750,126.9946101,김대훈,1375514
444,GS25당진힐스테이트점,36.9002138,126.6937388,김대훈,2027741
445,GS25당진서해로점,36.8865531,126.7404224,김태환,2833048
446,GS25당진계성점,36.8988336,126.6351925,김태환,886258
447,GS25당진일교점,36.8920799,126.6250204,김태환,1015882
448,GS25당진빌리지점,36.8927198,126.6376340,김태환,1750538
449,GS25당진청구점,36.9054321,126.6550999,김태환,1931820
450,GS25당진부곡공단점,36.9461477,126.7853646,김태환,2665429
451,GS25당진푸르지오점,36.8984412,126.6269096,김태환,957392
452,GS25채운주공점,36.8995512,126.6229006,김태환,1017827
453,GS25당진퍼스트점,36.8863904,126.6333227,김태환,1195849
454,GS25송악센트럴점,36.9403857,126.7908045,김태환,3806405
